from,from_name,to,to_name,distance
10188,Shanghai,10110,Mina Abd Allah,6029
10188,Shanghai,10111,Mina al Ahmadi,6032
10188,Shanghai,10112,Mina Az Zawr,6010
10188,Shanghai,10113,Misumi,490
10188,Shanghai,10114,Mocambique,6287
10188,Shanghai,10115,Mogadishu,5818
10188,Shanghai,10116,Mogpo,369
10188,Shanghai,10117,Mombasa,6194
10188,Shanghai,10118,Mosselbaai,7591
10188,Shanghai,10119,Moulmein,4680
10188,Shanghai,10120,Mtwara,6249
10188,Shanghai,10121,Nagasaki,463
10188,Shanghai,10122,Naha,479
10188,Shanghai,10124,Nakagusuku,515
10188,Shanghai,10125,Nakhodka,991
10188,Shanghai,10126,Nampo,561
10188,Shanghai,10127,Negappattinam,3775
10188,Shanghai,10128,Nha Trang Bay,2976
10188,Shanghai,10129,Nikolayevsk-Na-Amure,1742
10188,Shanghai,10132,Noumea,4185
10188,Shanghai,10133,Okha,4989
10188,Shanghai,10134,Olongapo,3542
10188,Shanghai,10137,Otaru,1233
10188,Shanghai,10139,Pago Pago,4794
10188,Shanghai,10141,Palembang,2511
10188,Shanghai,10142,Panama,8648
10188,Shanghai,10143,Papeete,5907
10188,Shanghai,10145,Penang,2574
10188,Shanghai,10146,Peng-hu Kang,605
10188,Shanghai,10147,Petropavlovsk-Kamchatskiy,2200
10188,Shanghai,10148,Phuket,2745
10188,Shanghai,10149,Ponape,2545
10188,Shanghai,10150,Port Augusta,5787
10188,Shanghai,10151,Port Blair,3136
10188,Shanghai,10152,Port Darwin,2804
10188,Shanghai,10153,Port des Galets,5657
10188,Shanghai,10154,Port Elizabeth,7416
10188,Shanghai,10155,Port Louis,5540
10188,Shanghai,10156,Port Pirie,5771
10188,Shanghai,10157,Port Said,7242
10188,Shanghai,10158,Port Sudan,6958
10188,Shanghai,10159,Port Swettenham,2417
10188,Shanghai,10160,Port Victoria,6400
10188,Shanghai,10161,Portland,9349
10188,Shanghai,10162,Prince Rupert,8890
10188,Shanghai,10163,Pulupandan,3711
10188,Shanghai,10164,Punta Arenas,9827
10188,Shanghai,10165,Qingdao,401
10188,Shanghai,10166,Qinhuangdao,668
10188,Shanghai,10167,Qui Nhon,3063
10188,Shanghai,10168,Rabaul,2812
10188,Shanghai,10169,Rangoon,3316
10188,Shanghai,10170,Ras al Khafji,6006
10188,Shanghai,10171,Ras as Sidr,7109
10188,Shanghai,10172,Ras Gharib,7034
10188,Shanghai,10173,Ras Tannurah,5908
10188,Shanghai,10174,Rongelap,5876
10188,Shanghai,10175,Sabang,2808
10188,Shanghai,10177,San Diego,5396
10188,Shanghai,10178,San Fernando,3586
10188,Shanghai,10179,San Francisco,5396
10188,Shanghai,10180,Sanmen Wen,270
10188,Shanghai,10182,Seattle,5067
10188,Shanghai,10184,Selat Lombok,2577
10188,Shanghai,10186,Selat Sunda,2535
10188,Shanghai,10187,Selat Wetar,2553
10188,Shanghai,10189,Shantou,708
10188,Shanghai,10190,Shimonoseki,548
10188,Shanghai,10191,Singapore,2207
10188,Shanghai,10192,Sitka,4446
10188,Shanghai,10193,Sorido,4409
10188,Shanghai,10194,Sorong,4101
10188,Shanghai,10199,Suakin,6458
10188,Shanghai,10200,Su-ao Kang,498
10188,Shanghai,10202,Surabaya,2626
10188,Shanghai,10204,Suva,4467
10188,Shanghai,10205,Sydney,4642
10188,Shanghai,10206,Tai-tung Kang,612
10188,Shanghai,10207,Tamatave,5882
10188,Shanghai,10208,Tandjung Uban,2234
10188,Shanghai,10209,Tanga,6244
10188,Shanghai,10210,Tarakan,3493
10188,Shanghai,10212,Telukbayur,3218
10188,Shanghai,10213,Tianjin,740
10188,Shanghai,10214,Tjirebon,2831
10188,Shanghai,10216,Torres Strait,9497
10188,Shanghai,10217,Trincomalee,5866
10188,Shanghai,10218,Truk,2261
10188,Shanghai,10219,Tsugaru-Kaikyo,5550
10188,Shanghai,10220,Tsuruga,823
10188,Shanghai,10221,Umm Said,5837
10188,Shanghai,10222,Valparaiso,10148
10188,Shanghai,10223,Vancouver,9285
10188,Shanghai,10224,Victoria,2969
10188,Shanghai,10225,Vinh Cam Ranh,1520
10188,Shanghai,10226,Vishakhapatnam,4314
10188,Shanghai,10228,Vladivostok,998
10188,Shanghai,10229,Wakamatsu,541
10188,Shanghai,10230,Wake Island,2550
10188,Shanghai,10231,Wake Island ,6092
10188,Shanghai,10232,Wallaroo,5707
10188,Shanghai,10233,Weihai,483
10188,Shanghai,10234,Weipa,9492
10188,Shanghai,10235,Wenzhou,365
10188,Shanghai,10236,Weonsan,797
10188,Shanghai,10238,Whyalla,5753
10188,Shanghai,10239,Wotho,5821
10188,Shanghai,10240,Xiamen,603
10188,Shanghai,10241,Yantai,523
10188,Shanghai,10242,Yenbo,7151
10188,Shanghai,10243,Yokohama,1117
10188,Shanghai,10244,Zamboanga,3404
10188,Shanghai,10245,Zanzibar,6267
10188,Shanghai,10246,Zhenjiang,3540
10191,Singapore,10001,Abadan,3798
10191,Singapore,10002,Ad Damman,3681
10191,Singapore,10003,Aden,3627
10191,Singapore,10004,Akyab,1365
10191,Singapore,10005,Al Basrah,3916
10191,Singapore,10006,Al Gurdagah,4754
10191,Singapore,10007,Al Jubayl,4794
10191,Singapore,10008,Al Manamah,3652
10191,Singapore,10009,Albany,2525
10191,Singapore,10010,Aleksandrovsk-Sakhalinskiy,3608
10191,Singapore,10011,Apia,6922
10191,Singapore,10012,Apra,2585
10191,Singapore,10013,Assab,3769
10191,Singapore,10014,Auckland,7355
10191,Singapore,10015,Avarua,7740
10191,Singapore,10017,Balikpapan,1053
10191,Singapore,10019,Bandar Abbas,3381
10191,Singapore,10020,Bandar Khomeini,3872
10191,Singapore,10021,Bandjermasin,830
10191,Singapore,10022,Bangkok,842
10191,Singapore,10023,Barbers Point,5866
10191,Singapore,10025,Bassein,1137
10191,Singapore,10026,Beihai,1332
